Donor_smiles,HOMO_D(eV),LUMO_D(eV),Acceptor_smiles,HOMO_A(eV),LUMO_A(eV),PCE,Jsc(mA/cm2),FF,Voc(V),DOI
O=C(N1CC(CCCC)CCCCCC)C2=C(SC(C)=C2)C3=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)S5)S4)S3)C1=O,-5.58 ,-3.77 ,O=C(C1=C(CCCCCC)C=C2C3=CC(CCCCCC)=C(C4=C5C(CCCCCC)=CC6=C43)C(N(C5=O)CCCCCCCC)=O)N(C(C7=C1C2=C6C=C7CCCCCC)=O)CCCCCCCC,-5.90 ,-3.83 ,0.58,1.51,0.39,1.08,10.1021/ja508814z
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.23 ,-3.42 ,COCCOCC(C=C1)=CC=C1C2(C3=CC=C(COCCOC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(COCCOC)C=C%10)C%11=CC=C(COCCOC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.68 ,-4.03 ,8.50,14.80,0.67,0.85,10.1039/c7ta10136h
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.23 ,-3.42 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C=C(C5(CCCCCCCC)CCCCCCCC)C(C6=C5C(C7(CCCCCCCC)CCCCCCCC)=C(C8=CC(C(C(C=C9)=CC=C9CCCCCC)(C%10=C%11SC(/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)/C#N)=C%10)C(C=C%14)=CC=C%14CCCCCC)=C%11C=C78)S6)=C4)C%15=C2C=C(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\%16=C(C#N)\C#N)=O)S%15,-5.51 ,-3.96 ,11.29,19.79,0.62,0.92,10.1039/c8tc06245e
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(C1=CC(C2=CC=C(C(C(C=C3)=CC=C3C(C=C4C(N(C(C5=C4C6=C7C=C5)=O)C(CCCCCC)CCCCCC)=O)=C6C8=CC=C(C9=C%10C=CC7=C98)C(N(C%10=O)C(CCCCCC)CCCCCC)=O)(C(C=C%11)=CC=C%11C(C=C%12C(N(C(C%13=C%12C%14=C%15C=C%13)=O)C(CCCCCC)CCCCCC)=O)=C%14C%16=CC=C(C%17=C%18C=CC%15=C%17%16)C(N(C%18=O)C(CCCCCC)CCCCCC)=O)C(C=C%19)=CC=C%19C(C=C%20C(N(C(C%21=C%20C%22=C%23C=C%21)=O)C(CCCCCC)CCCCCC)=O)=C%22C%24=CC=C(C%25=C%26C=CC%23=C%25%24)C(N(C%26=O)C(CCCCCC)CCCCCC)=O)C=C2)=C%27C%28=CC=C(C%29=C%30C=CC%31=C%29%28)C(N(C%30=O)C(CCCCCC)CCCCCC)=O)N(C(C%32=C1C%27=C%31C=C%32)=O)C(CCCCCC)CCCCCC,-6.00 ,-3.75 ,0.89,3.03,0.49,0.61,10.1002/adma.201600997
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CCc3ccc(OCC(CCCCCC)CCCCCCCC)cc3)c21,-5.79 ,-3.95 ,15.91,25.64,0.71,0.87,10.1021/acsami.1c04273
CC(S1)=CC=C1C2=C(C(C3=C(CC(CCCCCC)CCCC)SC(CC(CCCC)CCCCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC=C(SCC(CCCC)CC)S8)C(SC(C)=C9)=C9C(C%10=CC=C(SCC(CC)CCCC)S%10)=C7S6,-5.43 ,-3.43 ,O=C1C2=CSC=C2C(/C1=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=CC(C9=C%10C%11=C(C=C(/C=C%12/C(C%13=CSC=C%13C%12=O)=C(C#N)/C#N)S%11)S9)=C(C=C48)C%10(C%14=CC=C(CCCCCC)C=C%14)C%15C=CC(CCCCCC)=CC%15)=C5S3)=C(C#N)\C#N,-5.62 ,-3.96 ,11.80,16.50,0.75,0.95,10.1002/solr.201700044
O=C1C(C2=C(C3=NC=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C6=NC=C(C)S6)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,-5.42 ,-3.95 ,O=C(C1=CC=C2C3=C(C#N)C=C(C(C3=C4C5=C2C1=C6C=C5)=C7C=C4C(C=C8C(N(C(C9=C8C%10=C%11C(C#N)=C9)=O)C(CCCCC)CCCCC)=O)=C%10C%12=CC=C(C%13=C%14C=CC%11=C%13%12)C(N(C%14=O)C(CCCCC)CCCCC)=O)C(N(C7=O)C(CCCCC)CCCCC)=O)N(C6=O)C(CCCCC)CCCCC,-6.35 ,-4.56 ,1.40,5.50,0.34,0.77,10.1039/C6TC01045H
FC1=C(C)C2=NSN=C2C(C3=CC(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)=C(S3)C(S4)=CC(CC(CCCCCC)CCCCCCC)=C4C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C8=C(CC(CCCCCC)CCCCCCC)C=C(C9=C(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)C=C(C)S9)S8)S7)C%10=NSN=C%106)S5)=C1F,-5.37 ,-3.57 ,O=C1C(C2=C3C(N1C(CCCC)CCCC)=O)=CC=C(C4=CC=C(C(N5C(CCCC)CCCC)=O)C6=C47)C2=C(C(C(C=C8)=CC=C8P(C9=CC=C(C%10=CC(C(N%11C(CCCC)CCCC)=O)=C%12C(C%11=O)=CC=C(C%13=CC=C(C(N%14C(CCCC)CCCC)=O)C%15=C%13%16)C%12=C%10C%16=CC=C%15C%14=O)C=C9)(C%17=CC=C(C%18=CC(C(N%19C(CCCC)CCCC)=O)=C%20C(C%19=O)=CC=C(C%21=CC=C(C(N%22C(CCCC)CCCC)=O)C%23=C%21%24)C%20=C%18C%24=CC=C%23C%22=O)C=C%17)=O)=C3)C7=CC=C6C5=O,-5.88 ,-3.70 ,11.01,14.89,0.75,0.99,10.1002/adfm.201906587
CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,-5.40 ,-3.24 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.62 ,-3.96 ,11.63,17.52,0.74,0.90,10.1021/jacs.7b01493
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC4=C2SC(/C=C5C(C(C=CC(OC)=C6)=C6C\5=C(C#N)\C#N)=O)=C4)(C7=CC=C(CCCCCC)C=C7)C8=C3C=CC9=C8C=CC%10=C9C(C%11=C%10SC%12=C%11SC(/C=C%13C(C(C=CC(OC)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16,-5.53 ,-3.70 ,8.61,13.52,0.66,0.97,10.1039/c7ta05809h
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=CC=C(C(S4)=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C5=O)=O)=C4C7=CC=C(C)S7)S3)S8)C8=C2C9=CC=C(C%10=CC=C(SCC(CC)CCCC)C=C%10)C=C9,-5.39 ,-3.54 ,O=C(C1=C2C=CC=C1)C(/C2=C(C#N)\C#N)=C\C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C8=C5C=C(C9=C8)C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C(SC(/C=C(C(C%13=C%14C=CC=C%13)=O)/C%14=C(C#N)\C#N)=C%15)=C%15S%10)S4)S3,-5.48 ,-3.83 ,10.07,17.07,0.66,0.90,10.1002/adma.201705870
CC(S1)=CC=C1C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC(SC7=C(C8=CC=C(CCCCCCCC)S8)C(C(SC(C)=C9)=C9S%10)=C%10C(C%11=CC=C(CCCCCCCC)S%11)=C7%12)=C%12S6,-5.36 ,-3.43 ,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC3=C(C4=C5C6=CC1=C24)C7=C(C3)C=C8C9=C7C5=C(C%10=C6C(C(C=C%11C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%13C%14=C%15C(C%16=C(C%17)C=C%12C%11=C%13%16)=C%17C=C(C(N(C(CCCCC)CCCCC)C%18=O)=O)C%15=C%18C=C%14%19)=C%19C%20=C%10C%21=CC%22=C%23C(C(N(C(CCCCC)CCCCC)C%22=O)=O)=CC%24=C(C%23=C%25%21)C%26=C(C%24)C=C%27C%28=C%26C%25=C%20C=C%28C(N(C(CCCCC)CCCCC)C%27=O)=O)C=C9C(N(C(CCCCC)CCCCC)C8=O)=O,-5.97 ,-3.80 ,9.28,12.99,0.72,1.00,10.1021/jacs.6b04368
O=C(C1=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C21)C3=C(C4=CC(CC(CC)CCCC)=C(C5=CC=C(C6=C(F)C=C(C7=CC=C(C)S7)C(F)=C6)S5)S4)SC(C8=CC(CC(CC)CCCC)=C(C)S8)=C3C2=O,-5.49 ,-3.61 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.61 ,-3.94 ,6.60,13.24,0.49,0.96,10.1039/c8py01458b
CC1=CC(C(S1)=C2C3=CC=C(SCC(CCCC)CCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCC)CCCCCC)N=C68)S5)S4)C9=CC=C(SCC(CCCC)CCCCCC)S9,-5.37 ,-3.47 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.60 ,-3.85 ,10.50,19.00,0.62,0.89,10.1039/C7TA02075A
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.21 ,-3.41 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C9S/C(N(CCCC)C\9=O)=C(C#N)/C#N)C%10=NSN=C%108)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=CC=C(/C=C%15S/C(N(CCCC)C\%15=O)=C(C#N)/C#N)C%16=NSN=C%16%14)=C%17)=C%17S%13,-5.30 ,-3.71 ,7.43,14.75,0.54,0.90,10.1021/acsaem.8b00851
CC(S1)=CC2=C1C(C3=CC=C(C(CCC)(CCC)CCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)S8)C8=C2C9=CC=C(C(CCC)(CCC)CCC)S9,-5.40 ,-3.24 ,CCCCC(CCCCCC)CC(C=C(C1=CC=C(/C=C(C#N)/C#N)C2=NSN=C21)S3)=C3C4=NC(SC(C(SC(C(C5=NSN=C56)=CC=C6/C=C(C#N)\C#N)=C7)=C7CC(CCCC)CCCCCC)=N8)=C8S4,-5.70 ,-3.86 ,8.77,15.43,0.63,0.90,10.1039/C8TA09370A
CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,-5.21 ,-2.90 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=CC=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,-5.31 ,-3.68 ,10.48,18.76,0.58,0.96,10.1021/acsami.9b03499
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.54 ,-3.65 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC=C(OCC(CC)CCCC)C=C6)/C7=CC=C(OCC(CC)CCCC)C=C7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=C(OCC(CC)CCCC)C=C%12)\C%13=CC=C(OCC(CC)CCCC)C=C%13)=C5,-5.52 ,-3.84 ,1.77,4.93,0.37,0.98,10.1039/c9tc02237f
FC1=C(C2=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S2)C3=NSN=C3C(C4=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C5=CC=C(C6=CC=C(C)S6)S5)S4)=C1F,-5.18 ,-3.49 ,O=C(N1CC(CCCCCC)CCCCCC)C(C=C2C(S3)=C(C)C=C3C4=CC(C)=C(S4)C(C=C(C5=C6C=CC7=C58)C(N(C6=O)CC(CCCCCC)CCCCCC)=O)=C8C9=CC=C%10C(N(C(C%11=C%10C9=C7C=C%11)=O)CC(CCCCCC)CCCCCC)=O)=C%12C(C%13=CC=C%12C1=O)=C2C%14=C(C%13=CC=C%15C(N(CC(CCCCCC)CCCCCC)C%16=O)=O)C%15=C%16C=C%14,-5.64 ,-3.54 ,3.10,6.80,0.51,0.89,10.1039/C5TA05339K
CC1=CC2=C(C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCC)CCCCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC)S1,-5.36 ,-3.05 ,O=C(C1=C2C=C(C(F)=C1)F)C(/C2=C(C#N)\C#N)=C\C3=CC4=C(S3)C5=C(C=C(C6=C5)C7=C(C=C(S7)/C=C(C(C8=C9C=C(C(F)=C8)F)=O)/C9=C(C#N)\C#N)C6(C%10=CC=C(C=C%10)CCCCCC)C%11=CC=C(C=C%11)CCCCCC)C4(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC,-5.82 ,-4.05 ,5.60,14.88,0.54,0.70,10.1021/acs.chemmater.8b02222
CC1=CC2=C(C3=CC=C(CC(CC)CCCC)S3)C4=C(C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=C6N=C(C9=CC(F)=C(OCC(CC)CCCC)C(F)=C9)C(C%10=CC(F)=C(OCC(CC)CCCC)C(F)=C%10)=N8)S5)S4)C(C%11=CC=C(CC(CC)CCCC)S%11)=C2S1,-5.36 ,-3.57 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(N4CC(CC)CCCC)C6=C(C(SC(/C=C7/C(C(C=CC=C8)=C8C7=O)=C(C#N)/C#N)=C9)=C9N6CC(CC)CCCC)C%10=NN(CC(CC)CCCC)N=C5%10,-5.42 ,-3.88 ,6.30,12.67,0.59,0.84,10.1021/acsami.7b10995
CC1=CC2=C(C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCC)CCCCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC)S1,-5.36 ,-3.05 ,FC1=CC(C/2=C(C#N)/C#N)=C(C=C1)C(C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)S6)(C7=CC=C(CCCCCC)S7)C(C=C89)=C4C=C9C(C%10=CC=C(CCCCCC)S%10)(C%11=CC=C(CCCCCC)S%11)C%12=C8SC%13=C%12SC(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C5S3)=O,-5.74 ,-4.01 ,12.10,19.33,0.74,0.85,10.1039/c7qm00547d
CC1=C(F)C(F)=C(C2=CC=C(C3=CC=C(C4=CC=C(C)S4)C=C3)S2)C5=NC(C6=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C6)=C(C7=CC=C(OCCCCCCCC)C(OCCCCCCCC)=C7)N=C51,-5.40 ,-3.67 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.61 ,-3.94 ,8.13,16.60,0.58,0.82,10.1039/c8tc06206d
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4OCC(CC)CCCC)=C(OCC(CCCC)CC)C5=C4C=C(C)S5,-5.15 ,-3.31 ,O=C(C(C1=C2C3=CC=C14)=CC=C2C(C5=C3C(C6=CC=C(C(C)C)C=C6)=CC7=C58)=CC=C8C(N(CC(CC)CCCC)C7=O)=O)N(CC(CCCC)CC)C4=O,-6.09 ,-4.09 ,0.52,2.14,0.30,0.86,10.1016/j.dyepig.2016.08.065
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.45 ,-3.65 ,O=C1C2=C(C(/C1=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C5=C4C=C(C6=C7C=C(C8=C9C=C(C%10=C%11C=C(/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)S%10)C(C%11(CCCCCCCC)CCCCCCCC)=C8)C(C9(CCCCCCCC)CCCCCCCC)=C6)C(C7(CCCCCCCC)CCCCCCCC)=C5)S3)=C(C#N)\C#N)C=CC=C2,-5.51 ,-3.77 ,5.90,10.80,0.54,1.01,10.1002/aenm.201803657
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.25 ,-3.59 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C6=C(C7=C8C(C9(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)=C(C=C7C=C6)C%12=C9C=C(/C=C%13/C(C%14=C(C%13=O)C=C(F)C(F)=C%14)=C(C#N)/C#N)S%12)C(C=C8)=C5)SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)/C#N)=C4,-5.79 ,-3.76 ,6.03,12.09,0.65,0.74,10.1002/chem.201900296
CCc1ccc(-c2c3cc(-c4ccc(-c5cc6c(s5)-c5sc(-c7ccc(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11ccc(-c%12cc%13c(s%12)-c%12sc(-c%14ccc(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18ccc(-c%19cc%20c(s%19)-c%19sc(-c%21cccc%22nsnc%21%22)cc%19[Si]%20(CC)CC)c%19nsnc%18%19)cc%17c(-c%17ccc(CC)s%17)c%16s%15)c%15nsnc%14%15)cc%12[Si]%13(CC)CC)c%12nsnc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8nsnc78)cc5[Si]6(CC)CC)c5nsnc45)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.19 ,-3.63 ,CCc1cc(-c2sc3c(N(c4ccc(SC)cc4)c4ccc(SC)cc4)c(-c4cc(CC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(SC)cc2)c2ccc(SC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.50 ,-4.06 ,7.27,13.57,0.62,0.86,10.1021/acsami.9b15247
CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,-5.20 ,-3.60 ,CCc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1cc2c(s1)-c1sc(-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3CC)cc1[Ge]2(CC)CC,-5.63 ,-4.07 ,9.16,19.20,0.66,0.72,10.1021/acsaem.0c01097
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(N1C(CCCCC)CCCCC)C2=C3C(C4=C(C5=C6C(C7=CC8=C9C(C%10=CC=C9C(N(C(CCCCC)CCCCC)C8=O)=O)=C7C%11=C%12C%10=CC=C%13C%12=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C=C%11%14)=C%14C5)C=C3C1=O)=C(C=C2)C%15=C(C4=C6C=C%16C(N(C(CCCCC)CCCCC)C%17=O)=O)C%16=C%17C=C%15,-5.96 ,-3.76 ,6.61,14.78,0.56,0.80,10.1021/acsaem.8b01484
CC1=CC(CCCCCC)=C(C)S1,-5.00 ,-3.10 ,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(C6=CC=CS6)S5)=CC1C32)C7=C(C8=CC=C(C9=CC=CS9)S8)C=C%10C%11=C7C4=CC=C%11C(N(CCCCCCCC)C%10=O)=O,-5.38 ,-3.90 ,0.11,1.00,0.36,0.30,10.1007/s11664-017-5706-3
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,O=C(C(/C1=C(C#C)/C#C)=C\C2=CC(SC3=C4C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=CC(C8=C9C%10=C(C=C(/C=C(/C%11=C(C#C)/C#C)C(C%12=C%11C=C(C)C(C)=C%12)=O)S%10)S8)=C(C=C37)C9(C%13=CC=C(CCCCCC)C=C%13)C%14C=CC(CCCCCC)=CC%14)=C4S2)C%15=C1C=C(C)C(C)=C%15,-5.56 ,-3.93 ,11.29,16.48,0.71,0.97,10.1002/adma.201602776
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4OCC(CC)CCCC)=C(OCC(CCCC)CC)C5=C4C=C(C)S5,-5.15 ,-3.31 ,O=C(N1CC(CCCC)CC)C2=C3C(C4=C(C5=CC=C(C6=CC(C(N7CC(CC)CCCC)=O)=C8C(C9=CC=C8C7=O)=C6C%10=C(C9=C(OCCOC)C=C%11C(N(CC(CC)CCCC)C%12=O)=O)C%11=C%12C=C%10)S5)C=C3C1=O)=C(C=C2)C%13=C(C4=CC=C%14C(N(CC(CC)CCCC)C%15=O)=O)C%14=C%15C=C%13OCCOC,-5.65 ,-3.84 ,3.88,8.46,0.55,0.84,10.1021/acsami.6b03926
